Firm,original_leaf,canonical_leaf,row_view,row_source,row_date,join_type,candidate_generation_rule,token_overlap,relationship_verdict,mapping_action,review_required,mapping_reason
Natixis IM,Euro Govt Bonds,,N,Mid-Year Outlook 2026: The Permacrisis Era?,,near_leaf,structural,0.7500,distinct,kept,false,"The ECB ""status quo with the deposit rate stable at 2.25%"" is a distinct broad euro government-bond call."
Natixis IM,French Govt Bonds,,U,Mid-Year Outlook 2026: The Permacrisis Era?,,near_leaf,structural,0.7500,distinct,kept,false,"""The OAT remains a major point of vigilance ... maintaining a high risk premium on the OAT"" is a distinct underweight French government-bond call."
Natixis IM,Euro Govt Bonds (Peripherals),,N,Mid-Year Outlook 2026: The Permacrisis Era?,,near_leaf,structural,0.7500,distinct,kept,false,"The ""10-year Bono-Bund is projected to remain stable at 45 bps"" is a distinct Spain/peripherals call snapped to the peripheral leaf."
Natixis IM,Global IG Credit,,O,Mid-Year Outlook 2026: The Permacrisis Era?,,near_leaf,structural,0.5000,distinct,kept,false,"The ""Non-Fin Senior IG bar is the highest positive bar"" is a broad non-financial senior IG call, distinct from the Europe-vs-North-America regional preference."
Natixis IM,Europe IG Credit,,O,Mid-Year Outlook 2026: The Permacrisis Era?,,near_leaf,structural,0.5000,distinct,kept,false,"""iTraxx Main bar is above 0.0"" expressing a preference for European IG relative to North American is a distinct region-specific IG call."
Natixis IM,US Treasuries,,N,Mid-Year Outlook 2026: The Permacrisis Era?,,near_leaf,structural,0.5000,distinct,kept,false,"The ""extended hold"" implying a neutral base case for broad US Treasuries is a distinct call from the short-dated position."
Natixis IM,Short-Dated US Treasuries,,O,Mid-Year Outlook 2026: The Permacrisis Era?,,near_leaf,structural,0.5000,distinct,kept,false,"""2yr yields slowly moving lower by year-end (3.90% vs. 4.15%)"" is a distinct positive call specifically on short-dated Treasuries, a different maturity and view."
Neuberger Berman,AI,AI,O,AAC Staying Pro Risk in a Broadening AI Cycle,,near_leaf,short_label_containment,0.2000,same_claim,winner,true,"Both rows derive from the single sentence ""the AI capital expenditure cycle continues to broaden beyond hyperscalers into utilities, power, industrials, infrastructure, semiconductors..."", so they are one positive AI-capex call, best named by the AI thematic leaf."
Neuberger Berman,IT/Tech/Telecomms (inc. AI),AI,O,AAC Staying Pro Risk in a Broadening AI Cycle,,near_leaf,short_label_containment,0.2000,same_claim,merged,true,"Both rows derive from the single sentence ""the AI capital expenditure cycle continues to broaden beyond hyperscalers into utilities, power, industrials, infrastructure, semiconductors..."", so they are one positive AI-capex call, best named by the AI thematic leaf."
Neuberger Berman,EM Debt - General,,N,AAC Staying Pro Risk in a Broadening AI Cycle,,near_leaf,structural,0.6000,distinct,kept,false,"""Emerging Markets Debt — teal marker at At Target"" is the firm's broad aggregate EMD call, distinct from the currency-specific breakdowns."
Neuberger Berman,EM Debt - Local Currency,,N,AAC Staying Pro Risk in a Broadening AI Cycle,,near_leaf,structural,0.6000,distinct,kept,false,"""EMD Local Sovereign — filled marker at At Target"" is a distinct local-currency EM sovereign call."
Neuberger Berman,EM Debt - Hard Currency,,N,AAC Staying Pro Risk in a Broadening AI Cycle,,near_leaf,structural,0.6000,distinct,kept,false,"""EMD Hard Sovereign — filled marker at At Target"" is a distinct hard-currency EM sovereign call, a different exposure from local currency."
Neuberger Berman,Global IG Credit,,U,AAC Staying Pro Risk in a Broadening AI Cycle,,near_leaf,structural,0.6000,distinct,kept,false,"This is the firm's broad investment-grade corporates view 'below target' on the Market Views grid, a different exposure from the US and non-US IG calls."
Neuberger Berman,Global ex-US IG Credit,,O,AAC Staying Pro Risk in a Broadening AI Cycle,,near_leaf,structural,0.6000,distinct,kept,false,"'Non-U.S. IG Corporate — teal marker one step right of At Target' is a distinct overweight on ex-US IG, opposite the other calls."
Neuberger Berman,US IG Credit,,N,AAC Staying Pro Risk in a Broadening AI Cycle,,near_leaf,structural,0.6000,distinct,kept,false,'U.S. investment grade fixed income is downgraded to at target' is a separate US-specific neutral call.
Neuberger Berman,US Treasuries,US Treasuries,N,AAC Staying Pro Risk in a Broadening AI Cycle,,near_leaf,structural,0.6667,same_claim,winner,true,Both mark US Treasuries neutral — 'U.S. Government Securities — teal marker at At Target' and 'U.S. Treasury 10 year — filled marker at At Target' — one consistent neutral stance at two granularities.
Neuberger Berman,Intermediate US Treasuries,US Treasuries,N,AAC Staying Pro Risk in a Broadening AI Cycle,,near_leaf,structural,0.6667,same_claim,merged,true,Both mark US Treasuries neutral — 'U.S. Government Securities — teal marker at At Target' and 'U.S. Treasury 10 year — filled marker at At Target' — one consistent neutral stance at two granularities.
Neuberger Berman,US Duration,,N,AAC Staying Pro Risk in a Broadening AI Cycle,,near_leaf,structural,0.6667,distinct,kept,false,'we retain a neutral posture toward U.S. rates' is a distinct neutral call on US duration.
Neuberger Berman,Non-US Duration,,O,AAC Staying Pro Risk in a Broadening AI Cycle,,near_leaf,structural,0.6667,distinct,kept,false,'lean into European and developed market non-U.S. duration' is a separate overweight on non-US duration.
Nuveen,RE - Residential,,O,Midyear 2026 outlook: The concentration paradox,29/06/2026,near_leaf,structural,0.6667,distinct,kept,false,"'housing markets where demand is growing' pairs with US self storage/affordable housing, a different geography from the European call."
Nuveen,RE - Europe Residential,,O,Midyear 2026 outlook: The concentration paradox,29/06/2026,near_leaf,structural,0.6667,distinct,kept,false,'student housing in Europe and Australia' is a separate Europe-specific residential idea.
Nuveen,US Large Cap,,O,Midyear 2026 outlook: The concentration paradox,29/06/2026,near_leaf,structural,0.5000,distinct,kept,false,'U.S. large cap equities — More positive' is a distinct overweight on large caps.
Nuveen,US Small Cap,,U,Midyear 2026 outlook: The concentration paradox,29/06/2026,near_leaf,structural,0.5000,distinct,kept,false,"'U.S. small cap equities — Less positive, with downgrade arrows' is a separate, oppositely-signed small-cap call."
NYL Investment Management,EM Debt - General,EM Debt - General,O,Global Fixed Income Top5 Investment Ideas 2026 Midyear,08/07/2026,near_leaf,structural,0.5000,same_claim,winner,true,"Same doc/page bullish EM thesis — 'EM debt stands out as one of the more compelling opportunities' — with 'local currency EM bonds offer high real yields' as its specific expression, both overweight."
NYL Investment Management,EM Debt - Local Currency,EM Debt - General,O,Global Fixed Income Top5 Investment Ideas 2026 Midyear,08/07/2026,near_leaf,structural,0.5000,same_claim,merged,true,"Same doc/page bullish EM thesis — 'EM debt stands out as one of the more compelling opportunities' — with 'local currency EM bonds offer high real yields' as its specific expression, both overweight."
NYL Investment Management,Global IG Credit,,U,Global Fixed Income Top5 Investment Ideas 2026 Midyear,08/07/2026,near_leaf,structural,0.5000,distinct,kept,false,'investment-grade credit valuations offer very little cushion' is a broad global IG underweight from the Top5 ideas doc.
NYL Investment Management,US IG Credit,,U,Muni Weekly (30 June 2026),30/06/2026,near_leaf,structural,0.5000,distinct,kept,false,'Tax equivalent munis continue to exceed corporate spread/yields' is a separate US-IG-vs-munis relative-value call from a different source (Muni Weekly).
NYL Investment Management,Intermediate US Treasuries,,O,Global Fixed Income Top5 Investment Ideas 2026 Midyear,08/07/2026,near_leaf,structural,0.6667,distinct,kept,false,'intermediate maturities (5–7 year) may offer the best risk-adjusted value' is an overweight specific to the intermediate bucket.
NYL Investment Management,Long-Dated US Treasuries,,U,Global Fixed Income Top5 Investment Ideas 2026 Midyear,08/07/2026,near_leaf,structural,0.6667,distinct,kept,false,'going too far out on the curve carries meaningful term premium risk' is an oppositely-signed underweight on long-dated Treasuries.
NYL Investment Management,US Treasuries,,U,Muni Weekly (30 June 2026),30/06/2026,near_leaf,structural,0.6667,distinct,kept,false,'On a tax-adjusted basis munis handily lead across tenors' is a separate broad Treasuries-vs-munis call from a different source (Muni Weekly).
NYL Investment Management,RE - US Offices,,U,Global Fixed Income Top5 Investment Ideas 2026 Midyear,08/07/2026,near_leaf,structural,0.5000,distinct,kept,false,"This is a call on US office real estate, a distinct property sub-sector even though it shares the 'caution on office and retail exposures' sentence."
NYL Investment Management,RE - US Retail,,U,Global Fixed Income Top5 Investment Ideas 2026 Midyear,08/07/2026,near_leaf,structural,0.5000,distinct,kept,false,"This is a call on US retail real estate, a different sub-sector from offices under the same cautious CMBS remark."
OCBC,Equities - General,Equities - General,O,Playing the Second Half: Positioning Portfolios for What Comes Next,,near_leaf,short_label_containment + structural,0.5000,same_claim,winner,true,Both express OCBC's single headline equity overweight — 'an overweight stance on equities is favored' and 'Global equities provide the best exposure to global growth.'
OCBC,Global Equities,Equities - General,O,Playing the Second Half: Positioning Portfolios for What Comes Next,,near_leaf,short_label_containment + structural,0.5000,same_claim,merged,true,Both express OCBC's single headline equity overweight — 'an overweight stance on equities is favored' and 'Global equities provide the best exposure to global growth.'
OCBC,US Equities,,O,Playing the Second Half: Positioning Portfolios for What Comes Next,,near_leaf,short_label_containment + structural,0.5000,distinct,kept,false,"US equities are singled out as the highlighted beneficiary 'with a bias toward technology and growth sectors,' a specific country call."
OCBC,Asia Equities,,O,Playing the Second Half: Positioning Portfolios for What Comes Next,,near_leaf,short_label_containment + structural,0.5000,distinct,kept,false,This is a regional Asia-equities call grounded in 'positive structural shifts in China's macroeconomic drivers.'
OCBC,China Equities,,O,Playing the Second Half: Positioning Portfolios for What Comes Next,,near_leaf,short_label_containment + structural,0.5000,distinct,kept,false,"A China-specific call on 'underperforming Chinese equities... shifting,' distinct from the broad and regional views."
OCBC,Japan Equities,,O,Playing the Second Half: Positioning Portfolios for What Comes Next,,near_leaf,short_label_containment + structural,0.5000,distinct,kept,false,A separate Japan-equities inference from 'value up programs... accelerating across Japan.'
OCBC,South Korea Equities,,O,Playing the Second Half: Positioning Portfolios for What Comes Next,,near_leaf,short_label_containment + structural,0.5000,distinct,kept,false,A separate South Korea call inferred from the 'value up programs' spanning 'South Korea.'
OCBC,Taiwan Equities,,O,Playing the Second Half: Positioning Portfolios for What Comes Next,,near_leaf,short_label_containment + structural,0.5000,distinct,kept,false,A separate Taiwan call inferred from 'value up programs... across... Taiwan.'
OCBC,Singapore Equities,,O,Playing the Second Half: Positioning Portfolios for What Comes Next,,near_leaf,short_label_containment + structural,0.5000,distinct,kept,false,A separate Singapore call inferred from reform accelerating across 'Singapore.'
OCBC,Malaysia Equities,,O,Playing the Second Half: Positioning Portfolios for What Comes Next,,near_leaf,short_label_containment + structural,0.5000,distinct,kept,false,A separate Malaysia call inferred from reform accelerating across 'Malaysia.'
OCBC,Duration,,U,Playing the Second Half: Positioning Portfolios for What Comes Next,,near_leaf,structural,0.5000,distinct,kept,false,This underweights overall duration — 'diversify away from duration risk' — a broad-duration stance.
OCBC,Duration - Short,,O,Playing the Second Half: Positioning Portfolios for What Comes Next,,near_leaf,structural,0.5000,distinct,kept,false,"This favors the specific short-duration bucket — 'Pockets of opportunity... within short-duration, floating-rate instruments' — a different exposure."
